Cluster,Activity_Rank,Risk_Level,Pixel_Count,Percentage,Mean_Hotspot_Frequency,Median_Hotspot_Frequency,Std_Hotspot_Frequency,Min_Hotspot_Frequency,Max_Hotspot_Frequency,Mean_FRP_Max,Median_FRP_Max,Std_FRP_Max,Min_FRP_Max,Max_FRP_Max,Ranking_Basis,Interpretation_Short,Interpretation
171,252.0,Low,41,0.2035143452794599,1.0,1.0,0.0,1,1,4.267317073170731,4.27,0.004485749794572978,4.26,4.27,"Ranked by Hotspot Frequency (1.00), FRP (4.27), Pixel Count (41, 0.20% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #252. Both hotspot frequency (1.00) and fire radiative power (4.27) are relatively low. The cluster represents 41 pixels (0.20% of observations). Periodic observation is considered sufficient.
170,253.0,Low,29,0.14394917105132532,1.0,1.0,0.0,1,1,4.245172413793103,4.25,0.005085476277156196,4.24,4.25,"Ranked by Hotspot Frequency (1.00), FRP (4.25), Pixel Count (29, 0.14% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #253. Both hotspot frequency (1.00) and fire radiative power (4.25) are relatively low. The cluster represents 29 pixels (0.14% of observations). Periodic observation is considered sufficient.
159,254.0,Low,53,0.26307951950759456,1.0,1.0,0.0,1,1,4.2152830188679244,4.22,0.005039754872284259,4.21,4.22,"Ranked by Hotspot Frequency (1.00), FRP (4.22), Pixel Count (53, 0.26% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #254. Both hotspot frequency (1.00) and fire radiative power (4.22) are relatively low. The cluster represents 53 pixels (0.26% of observations). Periodic observation is considered sufficient.
155,255.0,Low,112,0.5559416261292565,1.0,1.0,0.0,1,1,4.165625,4.17,0.018733851905233155,4.13,4.19,"Ranked by Hotspot Frequency (1.00), FRP (4.17), Pixel Count (112, 0.56% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #255. Both hotspot frequency (1.00) and fire radiative power (4.17) are relatively low. The cluster represents 112 pixels (0.56% of observations). Periodic observation is considered sufficient.
289,256.0,Low,49,0.2432244614315497,1.0,1.0,0.0,1,1,4.0895918367346935,4.09,0.0019991494790175474,4.08,4.09,"Ranked by Hotspot Frequency (1.00), FRP (4.09), Pixel Count (49, 0.24% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #256. Both hotspot frequency (1.00) and fire radiative power (4.09) are relatively low. The cluster represents 49 pixels (0.24% of observations). Periodic observation is considered sufficient.
288,257.0,Low,48,0.23826069691253848,1.0,1.0,0.0,1,1,4.07,4.07,0.0,4.07,4.07,"Ranked by Hotspot Frequency (1.00), FRP (4.07), Pixel Count (48, 0.24% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #257. Both hotspot frequency (1.00) and fire radiative power (4.07) are relatively low. The cluster represents 48 pixels (0.24% of observations). Periodic observation is considered sufficient.
300,258.0,Low,57,0.28293457758363943,1.0,1.0,0.0,1,1,4.053333333333333,4.05,0.004755948656056715,4.05,4.06,"Ranked by Hotspot Frequency (1.00), FRP (4.05), Pixel Count (57, 0.28% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #258. Both hotspot frequency (1.00) and fire radiative power (4.05) are relatively low. The cluster represents 57 pixels (0.28% of observations). Periodic observation is considered sufficient.
301,259.0,Low,45,0.22336940335550481,1.0,1.0,0.0,1,1,4.035333333333333,4.04,0.005045249791095401,4.03,4.04,"Ranked by Hotspot Frequency (1.00), FRP (4.04), Pixel Count (45, 0.22% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #259. Both hotspot frequency (1.00) and fire radiative power (4.04) are relatively low. The cluster represents 45 pixels (0.22% of observations). Periodic observation is considered sufficient.
303,260.0,Low,37,0.18365928720341507,1.0,1.0,0.0,1,1,3.9775675675675672,3.98,0.004349588362008544,3.97,3.98,"Ranked by Hotspot Frequency (1.00), FRP (3.98), Pixel Count (37, 0.18% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #260. Both hotspot frequency (1.00) and fire radiative power (3.98) are relatively low. The cluster represents 37 pixels (0.18% of observations). Periodic observation is considered sufficient.
304,261.0,Low,30,0.14891293557033655,1.0,1.0,0.0,1,1,3.96,3.96,0.0,3.96,3.96,"Ranked by Hotspot Frequency (1.00), FRP (3.96), Pixel Count (30, 0.15% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #261. Both hotspot frequency (1.00) and fire radiative power (3.96) are relatively low. The cluster represents 30 pixels (0.15% of observations). Periodic observation is considered sufficient.
305,262.0,Low,42,0.20847810979847115,1.0,1.0,0.0,1,1,3.95,3.95,0.0,3.95,3.95,"Ranked by Hotspot Frequency (1.00), FRP (3.95), Pixel Count (42, 0.21% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #262. Both hotspot frequency (1.00) and fire radiative power (3.95) are relatively low. The cluster represents 42 pixels (0.21% of observations). Periodic observation is considered sufficient.
306,263.0,Low,52,0.2581157549885833,1.0,1.0,0.0,1,1,3.935769230769231,3.94,0.004988674957146067,3.93,3.94,"Ranked by Hotspot Frequency (1.00), FRP (3.94), Pixel Count (52, 0.26% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #263. Both hotspot frequency (1.00) and fire radiative power (3.94) are relatively low. The cluster represents 52 pixels (0.26% of observations). Periodic observation is considered sufficient.
297,264.0,Low,100,0.49637645190112184,1.0,1.0,0.0,1,1,3.8953,3.9,0.017259457954665977,3.87,3.92,"Ranked by Hotspot Frequency (1.00), FRP (3.90), Pixel Count (100, 0.50% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #264. Both hotspot frequency (1.00) and fire radiative power (3.90) are relatively low. The cluster represents 100 pixels (0.50% of observations). Periodic observation is considered sufficient.
310,265.0,Low,54,0.26804328402660577,1.0,1.0,0.0,1,1,3.848333333333333,3.85,0.01193536049680443,3.83,3.86,"Ranked by Hotspot Frequency (1.00), FRP (3.85), Pixel Count (54, 0.27% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #265. Both hotspot frequency (1.00) and fire radiative power (3.85) are relatively low. The cluster represents 54 pixels (0.27% of observations). Periodic observation is considered sufficient.
322,266.0,Low,40,0.19855058076044874,1.0,1.0,0.0,1,1,3.8155,3.82,0.005038314736557728,3.81,3.82,"Ranked by Hotspot Frequency (1.00), FRP (3.82), Pixel Count (40, 0.20% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #266. Both hotspot frequency (1.00) and fire radiative power (3.82) are relatively low. The cluster represents 40 pixels (0.20% of observations). Periodic observation is considered sufficient.
321,267.0,Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,3.8000000000000003,3.8,0.0,3.8,3.8,"Ranked by Hotspot Frequency (1.00), FRP (3.80), Pixel Count (38, 0.19% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #267. Both hotspot frequency (1.00) and fire radiative power (3.80) are relatively low. The cluster represents 38 pixels (0.19% of observations). Periodic observation is considered sufficient.
319,268.0,Low,36,0.17869552268440386,1.0,1.0,0.0,1,1,3.79,3.79,0.0,3.79,3.79,"Ranked by Hotspot Frequency (1.00), FRP (3.79), Pixel Count (36, 0.18% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #268. Both hotspot frequency (1.00) and fire radiative power (3.79) are relatively low. The cluster represents 36 pixels (0.18% of observations). Periodic observation is considered sufficient.
320,269.0,Low,35,0.17373175816539263,1.0,1.0,0.0,1,1,3.7799999999999994,3.78,0.0,3.78,3.78,"Ranked by Hotspot Frequency (1.00), FRP (3.78), Pixel Count (35, 0.17% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #269. Both hotspot frequency (1.00) and fire radiative power (3.78) are relatively low. The cluster represents 35 pixels (0.17% of observations). Periodic observation is considered sufficient.
315,270.0,Low,30,0.14891293557033655,1.0,1.0,0.0,1,1,3.77,3.77,0.0,3.77,3.77,"Ranked by Hotspot Frequency (1.00), FRP (3.77), Pixel Count (30, 0.15% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #270. Both hotspot frequency (1.00) and fire radiative power (3.77) are relatively low. The cluster represents 30 pixels (0.15% of observations). Periodic observation is considered sufficient.
316,271.0,Low,29,0.14394917105132532,1.0,1.0,0.0,1,1,3.753103448275862,3.75,0.004708236154307749,3.75,3.76,"Ranked by Hotspot Frequency (1.00), FRP (3.75), Pixel Count (29, 0.14% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #271. Both hotspot frequency (1.00) and fire radiative power (3.75) are relatively low. The cluster represents 29 pixels (0.14% of observations). Periodic observation is considered sufficient.
317,272.0,Low,27,0.13402164201330288,1.0,1.0,0.0,1,1,3.74,3.74,0.0,3.74,3.74,"Ranked by Hotspot Frequency (1.00), FRP (3.74), Pixel Count (27, 0.13% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #272. Both hotspot frequency (1.00) and fire radiative power (3.74) are relatively low. The cluster represents 27 pixels (0.13% of observations). Periodic observation is considered sufficient.
318,273.0,Low,51,0.25315199046957215,1.0,1.0,0.0,1,1,3.726470588235294,3.73,0.004826397999238852,3.72,3.73,"Ranked by Hotspot Frequency (1.00), FRP (3.73), Pixel Count (51, 0.25% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #273. Both hotspot frequency (1.00) and fire radiative power (3.73) are relatively low. The cluster represents 51 pixels (0.25% of observations). Periodic observation is considered sufficient.
327,274.0,Low,29,0.14394917105132532,1.0,1.0,0.0,1,1,3.71,3.71,0.0,3.71,3.71,"Ranked by Hotspot Frequency (1.00), FRP (3.71), Pixel Count (29, 0.14% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #274. Both hotspot frequency (1.00) and fire radiative power (3.71) are relatively low. The cluster represents 29 pixels (0.14% of observations). Periodic observation is considered sufficient.
326,275.0,Low,32,0.15884046460835896,1.0,1.0,0.0,1,1,3.7,3.7,0.0,3.7,3.7,"Ranked by Hotspot Frequency (1.00), FRP (3.70), Pixel Count (32, 0.16% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #275. Both hotspot frequency (1.00) and fire radiative power (3.70) are relatively low. The cluster represents 32 pixels (0.16% of observations). Periodic observation is considered sufficient.
283,276.0,Low,42,0.20847810979847115,1.0,1.0,0.0,1,1,3.6295238095238096,3.63,0.006228330611547502,3.62,3.64,"Ranked by Hotspot Frequency (1.00), FRP (3.63), Pixel Count (42, 0.21% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #276. Both hotspot frequency (1.00) and fire radiative power (3.63) are relatively low. The cluster represents 42 pixels (0.21% of observations). Periodic observation is considered sufficient.
330,277.0,Low,48,0.23826069691253848,1.0,1.0,0.0,1,1,3.5812500000000003,3.58,0.006058228095703763,3.57,3.59,"Ranked by Hotspot Frequency (1.00), FRP (3.58), Pixel Count (48, 0.24% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #277. Both hotspot frequency (1.00) and fire radiative power (3.58) are relatively low. The cluster represents 48 pixels (0.24% of observations). Periodic observation is considered sufficient.
329,278.0,Low,56,0.27797081306462823,1.0,1.0,0.0,1,1,3.5332142857142856,3.54,0.01898393031986821,3.51,3.56,"Ranked by Hotspot Frequency (1.00), FRP (3.53), Pixel Count (56, 0.28% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #278. Both hotspot frequency (1.00) and fire radiative power (3.53) are relatively low. The cluster represents 56 pixels (0.28% of observations). Periodic observation is considered sufficient.
312,279.0,Low,67,0.3325722227737516,1.0,1.0,0.0,1,1,3.4965671641791047,3.5,0.004783886718903264,3.49,3.5,"Ranked by Hotspot Frequency (1.00), FRP (3.50), Pixel Count (67, 0.33% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #279. Both hotspot frequency (1.00) and fire radiative power (3.50) are relatively low. The cluster represents 67 pixels (0.33% of observations). Periodic observation is considered sufficient.
311,280.0,Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,3.4800000000000004,3.48,0.0,3.48,3.48,"Ranked by Hotspot Frequency (1.00), FRP (3.48), Pixel Count (38, 0.19% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #280. Both hotspot frequency (1.00) and fire radiative power (3.48) are relatively low. The cluster represents 38 pixels (0.19% of observations). Periodic observation is considered sufficient.
313,281.0,Low,32,0.15884046460835896,1.0,1.0,0.0,1,1,3.47,3.47,0.0,3.47,3.47,"Ranked by Hotspot Frequency (1.00), FRP (3.47), Pixel Count (32, 0.16% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #281. Both hotspot frequency (1.00) and fire radiative power (3.47) are relatively low. The cluster represents 32 pixels (0.16% of observations). Periodic observation is considered sufficient.
314,282.0,Low,72,0.3573910453688077,1.0,1.0,0.0,1,1,3.4566666666666666,3.46,0.004747126632775174,3.45,3.46,"Ranked by Hotspot Frequency (1.00), FRP (3.46), Pixel Count (72, 0.36% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #282. Both hotspot frequency (1.00) and fire radiative power (3.46) are relatively low. The cluster represents 72 pixels (0.36% of observations). Periodic observation is considered sufficient.
295,283.0,Low,55,0.27300704854561697,1.0,1.0,0.0,1,1,3.4372727272727275,3.44,0.004494665749754917,3.43,3.44,"Ranked by Hotspot Frequency (1.00), FRP (3.44), Pixel Count (55, 0.27% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #283. Both hotspot frequency (1.00) and fire radiative power (3.44) are relatively low. The cluster represents 55 pixels (0.27% of observations). Periodic observation is considered sufficient.
296,284.0,Low,78,0.387173632482875,1.0,1.0,0.0,1,1,3.418717948717948,3.42,0.003364819656684555,3.41,3.42,"Ranked by Hotspot Frequency (1.00), FRP (3.42), Pixel Count (78, 0.39% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #284. Both hotspot frequency (1.00) and fire radiative power (3.42) are relatively low. The cluster represents 78 pixels (0.39% of observations). Periodic observation is considered sufficient.
299,285.0,Low,52,0.2581157549885833,1.0,1.0,0.0,1,1,3.3934615384615388,3.39,0.004803844614152566,3.39,3.4,"Ranked by Hotspot Frequency (1.00), FRP (3.39), Pixel Count (52, 0.26% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #285. Both hotspot frequency (1.00) and fire radiative power (3.39) are relatively low. The cluster represents 52 pixels (0.26% of observations). Periodic observation is considered sufficient.
298,286.0,Low,55,0.27300704854561697,1.0,1.0,0.0,1,1,3.379090909090909,3.38,0.0029012942659283943,3.37,3.38,"Ranked by Hotspot Frequency (1.00), FRP (3.38), Pixel Count (55, 0.27% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #286. Both hotspot frequency (1.00) and fire radiative power (3.38) are relatively low. The cluster represents 55 pixels (0.27% of observations). Periodic observation is considered sufficient.
273,287.0,Low,67,0.3325722227737516,1.0,1.0,0.0,1,1,3.3340298507462687,3.33,0.005521226667759347,3.33,3.35,"Ranked by Hotspot Frequency (1.00), FRP (3.33), Pixel Count (67, 0.33% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #287. Both hotspot frequency (1.00) and fire radiative power (3.33) are relatively low. The cluster represents 67 pixels (0.33% of observations). Periodic observation is considered sufficient.
276,288.0,Low,51,0.25315199046957215,1.0,1.0,0.0,1,1,3.304117647058823,3.3,0.005357787076111004,3.3,3.32,"Ranked by Hotspot Frequency (1.00), FRP (3.30), Pixel Count (51, 0.25% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #288. Both hotspot frequency (1.00) and fire radiative power (3.30) are relatively low. The cluster represents 51 pixels (0.25% of observations). Periodic observation is considered sufficient.
277,289.0,Low,59,0.2928621066216619,1.0,1.0,0.0,1,1,3.281016949152542,3.28,0.007811334658849402,3.27,3.29,"Ranked by Hotspot Frequency (1.00), FRP (3.28), Pixel Count (59, 0.29% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #289. Both hotspot frequency (1.00) and fire radiative power (3.28) are relatively low. The cluster represents 59 pixels (0.29% of observations). Periodic observation is considered sufficient.
257,290.0,Low,45,0.22336940335550481,1.0,1.0,0.0,1,1,3.2371111111111115,3.24,0.0054864387448518275,3.23,3.25,"Ranked by Hotspot Frequency (1.00), FRP (3.24), Pixel Count (45, 0.22% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #290. Both hotspot frequency (1.00) and fire radiative power (3.24) are relatively low. The cluster represents 45 pixels (0.22% of observations). Periodic observation is considered sufficient.
278,291.0,Low,28,0.13898540653231412,1.0,1.0,0.0,1,1,3.2,3.2,0.0,3.2,3.2,"Ranked by Hotspot Frequency (1.00), FRP (3.20), Pixel Count (28, 0.14% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #291. Both hotspot frequency (1.00) and fire radiative power (3.20) are relatively low. The cluster represents 28 pixels (0.14% of observations). Periodic observation is considered sufficient.
282,292.0,Low,40,0.19855058076044874,1.0,1.0,0.0,1,1,3.19,3.19,0.0,3.19,3.19,"Ranked by Hotspot Frequency (1.00), FRP (3.19), Pixel Count (40, 0.20% of dataset).",Low Wildfire Activity,Low wildfire activity. This cluster ranks #292. Both hotspot frequency (1.00) and fire radiative power (3.19) are relatively low. The cluster represents 40 pixels (0.20% of observations). Periodic observation is considered sufficient.
281,293.0,Very Low,30,0.14891293557033655,1.0,1.0,0.0,1,1,3.18,3.18,0.0,3.18,3.18,"Ranked by Hotspot Frequency (1.00), FRP (3.18), Pixel Count (30, 0.15% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #293. It has the lowest hotspot activity among identified clusters. The cluster contains 30 pixels (0.15% of observations). Only basic monitoring is recommended.
261,294.0,Very Low,41,0.2035143452794599,1.0,1.0,0.0,1,1,3.166585365853659,3.17,0.004800914547021526,3.16,3.17,"Ranked by Hotspot Frequency (1.00), FRP (3.17), Pixel Count (41, 0.20% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #294. It has the lowest hotspot activity among identified clusters. The cluster contains 41 pixels (0.20% of observations). Only basic monitoring is recommended.
254,295.0,Very Low,72,0.3573910453688077,1.0,1.0,0.0,1,1,3.125972222222222,3.12,0.008985077177942507,3.1,3.14,"Ranked by Hotspot Frequency (1.00), FRP (3.13), Pixel Count (72, 0.36% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #295. It has the lowest hotspot activity among identified clusters. The cluster contains 72 pixels (0.36% of observations). Only basic monitoring is recommended.
260,296.0,Very Low,27,0.13402164201330288,1.0,1.0,0.0,1,1,3.081851851851852,3.08,0.003958473906635592,3.08,3.09,"Ranked by Hotspot Frequency (1.00), FRP (3.08), Pixel Count (27, 0.13% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #296. It has the lowest hotspot activity among identified clusters. The cluster contains 27 pixels (0.13% of observations). Only basic monitoring is recommended.
270,297.0,Very Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,3.067105263157895,3.07,0.004596058673938072,3.06,3.07,"Ranked by Hotspot Frequency (1.00), FRP (3.07), Pixel Count (38, 0.19% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #297. It has the lowest hotspot activity among identified clusters. The cluster contains 38 pixels (0.19% of observations). Only basic monitoring is recommended.
269,298.0,Very Low,29,0.14394917105132532,1.0,1.0,0.0,1,1,3.05,3.05,0.0,3.05,3.05,"Ranked by Hotspot Frequency (1.00), FRP (3.05), Pixel Count (29, 0.14% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #298. It has the lowest hotspot activity among identified clusters. The cluster contains 29 pixels (0.14% of observations). Only basic monitoring is recommended.
264,299.0,Very Low,36,0.17869552268440386,1.0,1.0,0.0,1,1,3.0302777777777776,3.03,0.0016666666666667349,3.03,3.04,"Ranked by Hotspot Frequency (1.00), FRP (3.03), Pixel Count (36, 0.18% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #299. It has the lowest hotspot activity among identified clusters. The cluster contains 36 pixels (0.18% of observations). Only basic monitoring is recommended.
258,300.0,Very Low,69,0.34249975181177406,1.0,1.0,0.0,1,1,3.001304347826087,3.0,0.008209220690651716,2.99,3.01,"Ranked by Hotspot Frequency (1.00), FRP (3.00), Pixel Count (69, 0.34% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #300. It has the lowest hotspot activity among identified clusters. The cluster contains 69 pixels (0.34% of observations). Only basic monitoring is recommended.
259,301.0,Very Low,79,0.39213739700188627,1.0,1.0,0.0,1,1,2.9613924050632914,2.96,0.01278362105267683,2.94,2.98,"Ranked by Hotspot Frequency (1.00), FRP (2.96), Pixel Count (79, 0.39% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #301. It has the lowest hotspot activity among identified clusters. The cluster contains 79 pixels (0.39% of observations). Only basic monitoring is recommended.
248,302.0,Very Low,41,0.2035143452794599,1.0,1.0,0.0,1,1,2.8907317073170735,2.89,0.0026365165488187875,2.89,2.9,"Ranked by Hotspot Frequency (1.00), FRP (2.89), Pixel Count (41, 0.20% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #302. It has the lowest hotspot activity among identified clusters. The cluster contains 41 pixels (0.20% of observations). Only basic monitoring is recommended.
252,303.0,Very Low,40,0.19855058076044874,1.0,1.0,0.0,1,1,2.877,2.88,0.00464095480892218,2.87,2.88,"Ranked by Hotspot Frequency (1.00), FRP (2.88), Pixel Count (40, 0.20% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #303. It has the lowest hotspot activity among identified clusters. The cluster contains 40 pixels (0.20% of observations). Only basic monitoring is recommended.
251,304.0,Very Low,55,0.27300704854561697,1.0,1.0,0.0,1,1,2.852181818181818,2.85,0.004168181542799991,2.85,2.86,"Ranked by Hotspot Frequency (1.00), FRP (2.85), Pixel Count (55, 0.27% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #304. It has the lowest hotspot activity among identified clusters. The cluster contains 55 pixels (0.27% of observations). Only basic monitoring is recommended.
246,305.0,Very Low,53,0.26307951950759456,1.0,1.0,0.0,1,1,2.8381132075471696,2.84,0.003949977494378388,2.83,2.84,"Ranked by Hotspot Frequency (1.00), FRP (2.84), Pixel Count (53, 0.26% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #305. It has the lowest hotspot activity among identified clusters. The cluster contains 53 pixels (0.26% of observations). Only basic monitoring is recommended.
247,306.0,Very Low,91,0.45170257123002083,1.0,1.0,0.0,1,1,2.792417582417582,2.79,0.01701898673969445,2.77,2.82,"Ranked by Hotspot Frequency (1.00), FRP (2.79), Pixel Count (91, 0.45% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #306. It has the lowest hotspot activity among identified clusters. The cluster contains 91 pixels (0.45% of observations). Only basic monitoring is recommended.
292,307.0,Very Low,48,0.23826069691253848,1.0,1.0,0.0,1,1,2.74875,2.75,0.003927535094037041,2.74,2.76,"Ranked by Hotspot Frequency (1.00), FRP (2.75), Pixel Count (48, 0.24% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #307. It has the lowest hotspot activity among identified clusters. The cluster contains 48 pixels (0.24% of observations). Only basic monitoring is recommended.
307,308.0,Very Low,28,0.13898540653231412,1.0,1.0,0.0,1,1,2.7239285714285715,2.72,0.005669467095138501,2.71,2.73,"Ranked by Hotspot Frequency (1.00), FRP (2.72), Pixel Count (28, 0.14% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #308. It has the lowest hotspot activity among identified clusters. The cluster contains 28 pixels (0.14% of observations). Only basic monitoring is recommended.
308,309.0,Very Low,51,0.25315199046957215,1.0,1.0,0.0,1,1,2.6921568627450982,2.69,0.0075666968989635845,2.68,2.7,"Ranked by Hotspot Frequency (1.00), FRP (2.69), Pixel Count (51, 0.25% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #309. It has the lowest hotspot activity among identified clusters. The cluster contains 51 pixels (0.25% of observations). Only basic monitoring is recommended.
324,310.0,Very Low,63,0.3127171646977068,1.0,1.0,0.0,1,1,2.6361904761904764,2.64,0.004895215382447622,2.63,2.64,"Ranked by Hotspot Frequency (1.00), FRP (2.64), Pixel Count (63, 0.31% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #310. It has the lowest hotspot activity among identified clusters. The cluster contains 63 pixels (0.31% of observations). Only basic monitoring is recommended.
325,311.0,Very Low,48,0.23826069691253848,1.0,1.0,0.0,1,1,2.611458333333333,2.61,0.006519882303249732,2.6,2.62,"Ranked by Hotspot Frequency (1.00), FRP (2.61), Pixel Count (48, 0.24% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #311. It has the lowest hotspot activity among identified clusters. The cluster contains 48 pixels (0.24% of observations). Only basic monitoring is recommended.
323,312.0,Very Low,68,0.33753598729276285,1.0,1.0,0.0,1,1,2.560441176470588,2.57,0.013207169415449757,2.54,2.59,"Ranked by Hotspot Frequency (1.00), FRP (2.56), Pixel Count (68, 0.34% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #312. It has the lowest hotspot activity among identified clusters. The cluster contains 68 pixels (0.34% of observations). Only basic monitoring is recommended.
237,313.0,Very Low,96,0.47652139382507697,1.0,1.0,0.0,1,1,2.4933333333333336,2.5,0.019717300267140036,2.46,2.52,"Ranked by Hotspot Frequency (1.00), FRP (2.49), Pixel Count (96, 0.48% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #313. It has the lowest hotspot activity among identified clusters. The cluster contains 96 pixels (0.48% of observations). Only basic monitoring is recommended.
225,314.0,Very Low,48,0.23826069691253848,1.0,1.0,0.0,1,1,2.40875,2.41,0.007033355181304601,2.4,2.42,"Ranked by Hotspot Frequency (1.00), FRP (2.41), Pixel Count (48, 0.24% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #314. It has the lowest hotspot activity among identified clusters. The cluster contains 48 pixels (0.24% of observations). Only basic monitoring is recommended.
229,315.0,Very Low,86,0.42688374863496475,1.0,1.0,0.0,1,1,2.3665116279069767,2.36,0.012249124036913146,2.35,2.39,"Ranked by Hotspot Frequency (1.00), FRP (2.37), Pixel Count (86, 0.43% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #315. It has the lowest hotspot activity among identified clusters. The cluster contains 86 pixels (0.43% of observations). Only basic monitoring is recommended.
228,316.0,Very Low,114,0.5658691551672789,1.0,1.0,0.0,1,1,2.305701754385965,2.31,0.024166432444030283,2.27,2.34,"Ranked by Hotspot Frequency (1.00), FRP (2.31), Pixel Count (114, 0.57% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #316. It has the lowest hotspot activity among identified clusters. The cluster contains 114 pixels (0.57% of observations). Only basic monitoring is recommended.
172,317.0,Very Low,38,0.18862305172242627,1.0,1.0,0.0,1,1,2.2476315789473684,2.25,0.004308514841827638,2.24,2.25,"Ranked by Hotspot Frequency (1.00), FRP (2.25), Pixel Count (38, 0.19% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #317. It has the lowest hotspot activity among identified clusters. The cluster contains 38 pixels (0.19% of observations). Only basic monitoring is recommended.
217,318.0,Very Low,52,0.2581157549885833,1.0,1.0,0.0,1,1,2.1796153846153845,2.18,0.006848941083614531,2.17,2.19,"Ranked by Hotspot Frequency (1.00), FRP (2.18), Pixel Count (52, 0.26% of dataset).",Very Low Wildfire Activity,Very low wildfire activity. This cluster ranks #318. It has the lowest hotspot activity among identified clusters. The cluster contains 52 pixels (0.26% of observations). Only basic monitoring is recommended.
